Region,Nation,MonthYear,Account Type,Type,Count
,Thay,2022-07,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Thay,2022-08,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",8
,Thay,2022-09,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",7
,Thay,2022-10,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",7
,Thay,2022-11,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",8
,Thay,2022-12,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",9
,Thay,2023-01,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",8
,Thay,2023-02,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",8
,Thay,2023-03,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",7
,Thay,2023-04,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",8
,Thay,2023-05,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",9
,Thay,2023-06,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",8
,Thay,2023-07,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",8
,Thay,2023-08,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",7
,Thay,2023-09,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",8
,Thay,2023-10,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",9
,Thay,2023-11,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",8
,Thay,2023-12,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2019-01,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2019-02,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2019-03,Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2019-04,Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2019-05,Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2019-06,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2019-07,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2019-08,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2019-09,Key Account,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2019-10,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2019-11,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2019-12,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2020-01,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2020-02,Key Account,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2020-03,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2020-04,Key Account,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2020-05,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2020-06,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2020-07,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2020-08,Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2020-09,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2020-10,Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2020-11,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2020-12,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2021-01,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2021-02,Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2021-03,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2021-04,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2021-05,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2021-06,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2021-07,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2021-08,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2021-09,Key Account,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2021-10,Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2021-11,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2021-12,Key Account,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2022-01,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2022-02,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2022-03,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2022-04,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2022-05,Key Account,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2022-06,Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2022-07,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2022-08,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2022-09,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2022-10,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2022-11,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2022-12,Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2023-01,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2023-02,Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2023-03,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2023-04,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2023-05,Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2023-06,Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2023-07,Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2023-08,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2023-09,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2023-10,Key Account,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2023-11,Key Account,"Distinct Customers by Nation, Account Type, and Month",7
,Thesk,2023-12,Key Account,"Distinct Customers by Nation, Account Type, and Month",6
,Thesk,2019-01,No Key Account,"Distinct Customers by Nation, Account Type, and Month",25
,Thesk,2019-02,No Key Account,"Distinct Customers by Nation, Account Type, and Month",24
,Thesk,2019-03,No Key Account,"Distinct Customers by Nation, Account Type, and Month",27
,Thesk,2019-04,No Key Account,"Distinct Customers by Nation, Account Type, and Month",26
,Thesk,2019-05,No Key Account,"Distinct Customers by Nation, Account Type, and Month",27
,Thesk,2019-06,No Key Account,"Distinct Customers by Nation, Account Type, and Month",25
,Thesk,2019-07,No Key Account,"Distinct Customers by Nation, Account Type, and Month",17
,Thesk,2019-08,No Key Account,"Distinct Customers by Nation, Account Type, and Month",27
,Thesk,2019-09,No Key Account,"Distinct Customers by Nation, Account Type, and Month",27
,Thesk,2019-10,No Key Account,"Distinct Customers by Nation, Account Type, and Month",27
,Thesk,2019-11,No Key Account,"Distinct Customers by Nation, Account Type, and Month",25
,Thesk,2019-12,No Key Account,"Distinct Customers by Nation, Account Type, and Month",28
,Thesk,2020-01,No Key Account,"Distinct Customers by Nation, Account Type, and Month",25
,Thesk,2020-02,No Key Account,"Distinct Customers by Nation, Account Type, and Month",25
,Thesk,2020-03,No Key Account,"Distinct Customers by Nation, Account Type, and Month",26
,Thesk,2020-04,No Key Account,"Distinct Customers by Nation, Account Type, and Month",28
,Thesk,2020-05,No Key Account,"Distinct Customers by Nation, Account Type, and Month",25
,Thesk,2020-06,No Key Account,"Distinct Customers by Nation, Account Type, and Month",26
,Thesk,2020-07,No Key Account,"Distinct Customers by Nation, Account Type, and Month",23
,Thesk,2020-08,No Key Account,"Distinct Customers by Nation, Account Type, and Month",24
,Thesk,2020-09,No Key Account,"Distinct Customers by Nation, Account Type, and Month",25
,Thesk,2020-10,No Key Account,"Distinct Customers by Nation, Account Type, and Month",26
,Thesk,2020-11,No Key Account,"Distinct Customers by Nation, Account Type, and Month",19
,Thesk,2020-12,No Key Account,"Distinct Customers by Nation, Account Type, and Month",29
,Thesk,2021-01,No Key Account,"Distinct Customers by Nation, Account Type, and Month",27
,Thesk,2021-02,No Key Account,"Distinct Customers by Nation, Account Type, and Month",26
,Thesk,2021-03,No Key Account,"Distinct Customers by Nation, Account Type, and Month",28
,Thesk,2021-04,No Key Account,"Distinct Customers by Nation, Account Type, and Month",25
,Thesk,2021-05,No Key Account,"Distinct Customers by Nation, Account Type, and Month",26
,Thesk,2021-06,No Key Account,"Distinct Customers by Nation, Account Type, and Month",23
,Thesk,2021-07,No Key Account,"Distinct Customers by Nation, Account Type, and Month",27
,Thesk,2021-08,No Key Account,"Distinct Customers by Nation, Account Type, and Month",28
,Thesk,2021-09,No Key Account,"Distinct Customers by Nation, Account Type, and Month",28
,Thesk,2021-10,No Key Account,"Distinct Customers by Nation, Account Type, and Month",26
,Thesk,2021-11,No Key Account,"Distinct Customers by Nation, Account Type, and Month",24
,Thesk,2021-12,No Key Account,"Distinct Customers by Nation, Account Type, and Month",23
,Thesk,2022-01,No Key Account,"Distinct Customers by Nation, Account Type, and Month",28
,Thesk,2022-02,No Key Account,"Distinct Customers by Nation, Account Type, and Month",21
,Thesk,2022-03,No Key Account,"Distinct Customers by Nation, Account Type, and Month",23
,Thesk,2022-04,No Key Account,"Distinct Customers by Nation, Account Type, and Month",23
,Thesk,2022-05,No Key Account,"Distinct Customers by Nation, Account Type, and Month",22
,Thesk,2022-06,No Key Account,"Distinct Customers by Nation, Account Type, and Month",26
,Thesk,2022-07,No Key Account,"Distinct Customers by Nation, Account Type, and Month",27
,Thesk,2022-08,No Key Account,"Distinct Customers by Nation, Account Type, and Month",28
,Thesk,2022-09,No Key Account,"Distinct Customers by Nation, Account Type, and Month",27
,Thesk,2022-10,No Key Account,"Distinct Customers by Nation, Account Type, and Month",25
,Thesk,2022-11,No Key Account,"Distinct Customers by Nation, Account Type, and Month",25
,Thesk,2022-12,No Key Account,"Distinct Customers by Nation, Account Type, and Month",20
,Thesk,2023-01,No Key Account,"Distinct Customers by Nation, Account Type, and Month",30
,Thesk,2023-02,No Key Account,"Distinct Customers by Nation, Account Type, and Month",22
,Thesk,2023-03,No Key Account,"Distinct Customers by Nation, Account Type, and Month",25
,Thesk,2023-04,No Key Account,"Distinct Customers by Nation, Account Type, and Month",26
,Thesk,2023-05,No Key Account,"Distinct Customers by Nation, Account Type, and Month",23
,Thesk,2023-06,No Key Account,"Distinct Customers by Nation, Account Type, and Month",26
,Thesk,2023-07,No Key Account,"Distinct Customers by Nation, Account Type, and Month",27
,Thesk,2023-08,No Key Account,"Distinct Customers by Nation, Account Type, and Month",26
,Thesk,2023-09,No Key Account,"Distinct Customers by Nation, Account Type, and Month",21
,Thesk,2023-10,No Key Account,"Distinct Customers by Nation, Account Type, and Month",26
,Thesk,2023-11,No Key Account,"Distinct Customers by Nation, Account Type, and Month",22
,Thesk,2023-12,No Key Account,"Distinct Customers by Nation, Account Type, and Month",26
,Thesk,2019-01,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2019-02,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",3
,Thesk,2019-03,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2019-04,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2019-05,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2019-06,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",3
,Thesk,2019-07,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2019-08,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2019-09,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2019-10,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2019-11,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2019-12,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2020-01,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",2
,Thesk,2020-02,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2020-03,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",3
,Thesk,2020-04,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2020-05,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2020-06,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2020-07,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2020-08,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2020-09,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2020-10,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2020-11,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2020-12,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",3
,Thesk,2021-01,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2021-02,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",3
,Thesk,2021-03,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2021-04,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2021-05,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2021-06,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2021-07,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2021-08,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2021-09,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2021-10,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",3
,Thesk,2021-11,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2021-12,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2022-01,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2022-02,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2022-03,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2022-04,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2022-05,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2022-06,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2022-07,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2022-08,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2022-09,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2022-10,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2022-11,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2022-12,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",3
,Thesk,2023-01,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2023-02,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2023-03,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2023-04,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2023-05,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2023-06,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2023-07,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2023-08,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2023-09,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",2
,Thesk,2023-10,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Thesk,2023-11,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Thesk,2023-12,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2019-01,Key Account,"Distinct Customers by Nation, Account Type, and Month",37
,Turmish,2019-02,Key Account,"Distinct Customers by Nation, Account Type, and Month",34
,Turmish,2019-03,Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2019-04,Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2019-05,Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2019-06,Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2019-07,Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2019-08,Key Account,"Distinct Customers by Nation, Account Type, and Month",31
,Turmish,2019-09,Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2019-10,Key Account,"Distinct Customers by Nation, Account Type, and Month",32
,Turmish,2019-11,Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2019-12,Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2020-01,Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2020-02,Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2020-03,Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2020-04,Key Account,"Distinct Customers by Nation, Account Type, and Month",37
,Turmish,2020-05,Key Account,"Distinct Customers by Nation, Account Type, and Month",32
,Turmish,2020-06,Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2020-07,Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2020-08,Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2020-09,Key Account,"Distinct Customers by Nation, Account Type, and Month",32
,Turmish,2020-10,Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2020-11,Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2020-12,Key Account,"Distinct Customers by Nation, Account Type, and Month",32
,Turmish,2021-01,Key Account,"Distinct Customers by Nation, Account Type, and Month",37
,Turmish,2021-02,Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2021-03,Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2021-04,Key Account,"Distinct Customers by Nation, Account Type, and Month",34
,Turmish,2021-05,Key Account,"Distinct Customers by Nation, Account Type, and Month",30
,Turmish,2021-06,Key Account,"Distinct Customers by Nation, Account Type, and Month",38
,Turmish,2021-07,Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2021-08,Key Account,"Distinct Customers by Nation, Account Type, and Month",31
,Turmish,2021-09,Key Account,"Distinct Customers by Nation, Account Type, and Month",37
,Turmish,2021-10,Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2021-11,Key Account,"Distinct Customers by Nation, Account Type, and Month",37
,Turmish,2021-12,Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2022-01,Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2022-02,Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2022-03,Key Account,"Distinct Customers by Nation, Account Type, and Month",37
,Turmish,2022-04,Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2022-05,Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2022-06,Key Account,"Distinct Customers by Nation, Account Type, and Month",32
,Turmish,2022-07,Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2022-08,Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2022-09,Key Account,"Distinct Customers by Nation, Account Type, and Month",31
,Turmish,2022-10,Key Account,"Distinct Customers by Nation, Account Type, and Month",30
,Turmish,2022-11,Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2022-12,Key Account,"Distinct Customers by Nation, Account Type, and Month",37
,Turmish,2023-01,Key Account,"Distinct Customers by Nation, Account Type, and Month",38
,Turmish,2023-02,Key Account,"Distinct Customers by Nation, Account Type, and Month",31
,Turmish,2023-03,Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2023-04,Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2023-05,Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2023-06,Key Account,"Distinct Customers by Nation, Account Type, and Month",38
,Turmish,2023-07,Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2023-08,Key Account,"Distinct Customers by Nation, Account Type, and Month",37
,Turmish,2023-09,Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2023-10,Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2023-11,Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2023-12,Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2019-01,No Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2019-02,No Key Account,"Distinct Customers by Nation, Account Type, and Month",29
,Turmish,2019-03,No Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2019-04,No Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2019-05,No Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2019-06,No Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2019-07,No Key Account,"Distinct Customers by Nation, Account Type, and Month",29
,Turmish,2019-08,No Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2019-09,No Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2019-10,No Key Account,"Distinct Customers by Nation, Account Type, and Month",34
,Turmish,2019-11,No Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2019-12,No Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2020-01,No Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2020-02,No Key Account,"Distinct Customers by Nation, Account Type, and Month",31
,Turmish,2020-03,No Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2020-04,No Key Account,"Distinct Customers by Nation, Account Type, and Month",34
,Turmish,2020-05,No Key Account,"Distinct Customers by Nation, Account Type, and Month",28
,Turmish,2020-06,No Key Account,"Distinct Customers by Nation, Account Type, and Month",30
,Turmish,2020-07,No Key Account,"Distinct Customers by Nation, Account Type, and Month",32
,Turmish,2020-08,No Key Account,"Distinct Customers by Nation, Account Type, and Month",34
,Turmish,2020-09,No Key Account,"Distinct Customers by Nation, Account Type, and Month",30
,Turmish,2020-10,No Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2020-11,No Key Account,"Distinct Customers by Nation, Account Type, and Month",31
,Turmish,2020-12,No Key Account,"Distinct Customers by Nation, Account Type, and Month",34
,Turmish,2021-01,No Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2021-02,No Key Account,"Distinct Customers by Nation, Account Type, and Month",32
,Turmish,2021-03,No Key Account,"Distinct Customers by Nation, Account Type, and Month",34
,Turmish,2021-04,No Key Account,"Distinct Customers by Nation, Account Type, and Month",29
,Turmish,2021-05,No Key Account,"Distinct Customers by Nation, Account Type, and Month",34
,Turmish,2021-06,No Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2021-07,No Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2021-08,No Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2021-09,No Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2021-10,No Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2021-11,No Key Account,"Distinct Customers by Nation, Account Type, and Month",37
,Turmish,2021-12,No Key Account,"Distinct Customers by Nation, Account Type, and Month",31
,Turmish,2022-01,No Key Account,"Distinct Customers by Nation, Account Type, and Month",33
,Turmish,2022-02,No Key Account,"Distinct Customers by Nation, Account Type, and Month",31
,Turmish,2022-03,No Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2022-04,No Key Account,"Distinct Customers by Nation, Account Type, and Month",31
,Turmish,2022-05,No Key Account,"Distinct Customers by Nation, Account Type, and Month",37
,Turmish,2022-06,No Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2022-07,No Key Account,"Distinct Customers by Nation, Account Type, and Month",34
,Turmish,2022-08,No Key Account,"Distinct Customers by Nation, Account Type, and Month",31
,Turmish,2022-09,No Key Account,"Distinct Customers by Nation, Account Type, and Month",29
,Turmish,2022-10,No Key Account,"Distinct Customers by Nation, Account Type, and Month",30
,Turmish,2022-11,No Key Account,"Distinct Customers by Nation, Account Type, and Month",29
,Turmish,2022-12,No Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2023-01,No Key Account,"Distinct Customers by Nation, Account Type, and Month",34
,Turmish,2023-02,No Key Account,"Distinct Customers by Nation, Account Type, and Month",31
,Turmish,2023-03,No Key Account,"Distinct Customers by Nation, Account Type, and Month",31
,Turmish,2023-04,No Key Account,"Distinct Customers by Nation, Account Type, and Month",31
,Turmish,2023-05,No Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2023-06,No Key Account,"Distinct Customers by Nation, Account Type, and Month",28
,Turmish,2023-07,No Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2023-08,No Key Account,"Distinct Customers by Nation, Account Type, and Month",34
,Turmish,2023-09,No Key Account,"Distinct Customers by Nation, Account Type, and Month",36
,Turmish,2023-10,No Key Account,"Distinct Customers by Nation, Account Type, and Month",34
,Turmish,2023-11,No Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2023-12,No Key Account,"Distinct Customers by Nation, Account Type, and Month",35
,Turmish,2019-01,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Turmish,2019-02,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2019-03,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2019-04,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2019-05,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2019-06,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2019-07,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2019-08,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2019-09,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Turmish,2019-10,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2019-11,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2019-12,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2020-01,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2020-02,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Turmish,2020-03,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2020-04,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2020-05,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",4
,Turmish,2020-06,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2020-07,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",5
,Turmish,2020-08,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2020-09,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",2
,Turmish,2020-10,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
,Turmish,2020-11,Private Buyer,"Distinct Customers by Nation, Account Type, and Month",6
